instrument,tier,solexs_start,solexs_peak,solexs_stop,solexs_peak_flux,goes_class,goes_letter,duration_min,impulsive,baseline_flux,enhancement,goes_match,goes_class_official,goes_peak_official,peak_time_error_min,neupert_lead_min,deriv_peak_time,hel1os_detected,hel1os_peak,hel1os_peak_flux,hel1os_lead_min,dual_confirmed,source,nci,impulsive_duration_s
SoLEXS,B,2024-10-19 12:07:13.000663,2024-10-19 12:25:16.000663,2024-10-19 12:30:37.000663,0.00020089911383776415,X2.0,X,36.65,True,1.1124062713019767e-06,180.5986886451376,True,X2.0,2024-10-19 12:26:00,-0.7333222833333333,2.316666666666667,2024-10-19 12:22:57.000663,False,,,,False,SoLEXS-only,0.7391214310504093,1084.0
SoLEXS,A,2024-10-19 16:26:26.000663,2024-10-19 16:27:30.000663,2024-10-19 16:29:31.000663,6.182685753237901e-06,C6.2,C,3.1,True,2.6741649625085212e-06,2.3120061177670146,False,,,,1.0666666666666667,2024-10-19 16:26:26.000663,False,,,,False,SoLEXS-only,0.8527085688021799,65.0
SoLEXS,B,2024-10-19 20:01:26.000663,2024-10-19 20:04:01.000663,2024-10-19 20:07:15.000663,4.421540558963872e-05,M4.4,M,27.183333333333334,True,8.056578050443082e-07,54.88112361451899,False,,,,1.2833333333333334,2024-10-19 20:02:44.000663,False,,,,False,SoLEXS-only,0.9873287522999701,156.0
SoLEXS,A,2024-10-20 04:18:30.000663,2024-10-20 04:19:57.000663,2024-10-20 04:21:39.000663,5.389229720518065e-06,C5.4,C,3.683333333333333,True,1.392638036809816e-06,3.8697993147332364,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-20 04:35:09.000663,2024-10-20 04:38:26.000663,2024-10-20 04:43:50.000663,4.0347648261758694e-06,C4.0,C,8.7,True,1.392638036809816e-06,2.8972099853157123,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-20 05:51:32.000663,2024-10-20 05:52:40.000663,2024-10-20 05:57:40.000663,6.283571915473756e-06,C6.3,C,6.266666666666667,True,1.9153374233128834e-06,3.2806605452345363,False,,,,0.9333333333333333,2024-10-20 05:51:44.000663,False,,,,False,SoLEXS-only,0.9585127561749953,69.0
SoLEXS,A,2024-10-20 18:46:12.000663,2024-10-20 18:49:47.000663,2024-10-20 18:55:26.000663,4.912747102931152e-06,C4.9,C,9.25,True,1.8635991820040901e-06,2.6361607959325504,False,,,,3.35,2024-10-20 18:46:26.000663,False,,,,False,SoLEXS-only,0.796776970828246,216.0
SoLEXS,A,2024-10-21 04:03:02.000663,2024-10-21 04:04:50.000663,2024-10-21 04:08:47.000663,7.616905248807089e-06,C7.6,C,5.766666666666667,True,2.9133605998636672e-06,2.614473899716886,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-21 07:24:38.000663,2024-10-21 07:35:30.000663,2024-10-21 07:39:23.000663,4.368098159509203e-06,C4.4,C,14.766666666666667,False,1.7818677573278802e-06,2.4514154552410097,False,,,,7.433333333333334,2024-10-21 07:28:04.000663,False,,,,False,SoLEXS-only,0.4018688611351664,653.0
SoLEXS,A,2024-10-21 13:56:47.000663,2024-10-21 13:59:32.000663,2024-10-21 14:00:11.000663,3.5691888207225633e-06,C3.6,C,3.4166666666666665,False,1.7259713701431494e-06,2.0679304897314377,False,,,,11.25,2024-10-21 13:48:17.000663,False,,,,False,SoLEXS-only,0.3433120080137798,166.0
SoLEXS,A,2024-10-22 17:39:24.000663,2024-10-22 17:40:40.000663,2024-10-22 17:44:32.000663,8.046353101567825e-06,C8.0,C,5.383333333333334,True,2.546693933197001e-06,3.159528907922912,False,,,,1.2833333333333334,2024-10-22 17:39:23.000663,False,,,,False,SoLEXS-only,0.8996934080528378,77.0
SoLEXS,A,2024-10-22 20:20:47.000663,2024-10-22 20:23:29.000663,2024-10-22 20:30:15.000663,4.671438309475119e-06,C4.7,C,9.483333333333333,True,1.9372188139059303e-06,2.411414898483409,False,,,,3.5166666666666666,2024-10-22 20:19:58.000663,False,,,,False,SoLEXS-only,0.7974112863936663,163.0
SoLEXS,A,2024-10-22 22:27:51.000663,2024-10-22 22:29:52.000663,2024-10-22 22:35:27.000663,6.131561008861622e-06,C6.1,C,9.8,True,1.6516700749829585e-06,3.7123400742880723,False,,,,1.95,2024-10-22 22:27:55.000663,False,,,,False,SoLEXS-only,0.9344789665681326,122.0
SoLEXS,A,2024-10-22 22:48:25.000663,2024-10-22 22:53:47.000663,2024-10-22 22:54:01.000663,3.802999318336742e-06,C3.8,C,5.616666666666666,False,1.779822767552829e-06,2.136729222520107,False,,,,25.866666666666667,2024-10-22 22:27:55.000663,False,,,,False,SoLEXS-only,0.4424926583957342,323.0
SoLEXS,A,2024-10-23 05:41:47.000663,2024-10-23 05:52:53.000663,2024-10-23 06:08:21.000663,8.571233810497615e-06,C8.6,C,26.7,True,1.356646216768916e-06,6.317957994171441,False,,,,5.133333333333334,2024-10-23 05:47:45.000663,False,,,,False,SoLEXS-only,0.7338771928753121,667.0
SoLEXS,A,2024-10-23 16:14:00.000663,2024-10-23 16:16:14.000663,2024-10-23 16:18:33.000663,5.592365371506476e-06,C5.6,C,4.566666666666666,True,2.1192229038854808e-06,2.638875486506481,False,,,,24.933333333333334,2024-10-23 15:51:18.000663,False,,,,False,SoLEXS-only,0.6668680686896582,135.0
SoLEXS,A,2024-10-23 16:46:52.000663,2024-10-23 16:49:34.000663,2024-10-23 16:53:03.000663,6.905930470347649e-06,C6.9,C,7.1,True,1.9563735514655762e-06,3.529965156794425,False,,,,2.466666666666667,2024-10-23 16:47:06.000663,False,,,,False,SoLEXS-only,0.876163704508496,163.0
SoLEXS,B,2024-10-23 17:14:01.000663,2024-10-23 17:42:11.000663,2024-10-23 17:45:24.000663,1.4505112474437627e-05,M1.5,M,31.4,True,4.945535105657806e-06,2.932971289162106,True,M1.5,2024-10-23 17:43:00,-0.8166556166666666,9.216666666666667,2024-10-23 17:32:58.000663,False,,,,False,SoLEXS-only,0.46085076230233846,1691.0
SoLEXS,A,2024-10-23 22:42:58.000663,2024-10-23 22:47:47.000663,2024-10-23 22:55:23.000663,7.554873892297205e-06,C7.6,C,12.433333333333334,True,2.6659850034083164e-06,2.833802096650473,False,,,,1.95,2024-10-23 22:45:50.000663,False,,,,False,SoLEXS-only,0.809921392046885,290.0
SoLEXS,A,2024-10-24 02:36:54.000663,2024-10-24 02:40:13.000663,2024-10-24 02:45:15.000663,8.823449216087253e-06,C8.8,C,9.683333333333334,True,2.283435582822086e-06,3.864111290226282,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-24 04:15:02.000663,2024-10-24 04:16:05.000663,2024-10-24 04:17:29.000663,9.550783912747104e-06,C9.6,C,3.2333333333333334,True,1.7498295841854125e-06,5.458122321776393,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-24 04:59:09.000663,2024-10-24 05:02:55.000663,2024-10-24 05:07:49.000663,5.877982276755283e-06,C5.9,C,9.466666666666667,True,1.6987048398091342e-06,3.460272873194222,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-10-24 09:06:30.000663,2024-10-24 09:23:11.000663,2024-10-24 09:28:11.000663,0.0006746666666666666,X6.7,X,21.7,True,2.524880708929789e-06,267.20734341252694,True,X6.7,2024-10-24 09:23:00,0.18334438333333333,11.583333333333334,2024-10-24 09:11:36.000663,False,,,,False,SoLEXS-only,0.9710786081084712,1002.0
SoLEXS,B,2024-10-24 15:57:39.000663,2024-10-24 15:59:20.000663,2024-10-24 16:01:49.000663,2.3860940695296522e-05,M2.4,M,4.25,True,7.850034083162919e-06,3.0395970823202494,False,,,,1.2166666666666666,2024-10-24 15:58:07.000663,False,,,,False,SoLEXS-only,0.8806037320988862,102.0
SoLEXS,A,2024-10-25 06:12:41.000663,2024-10-25 06:19:00.000663,2024-10-25 06:24:33.000663,4.8698023176550785e-06,C4.9,C,11.883333333333333,True,1.4826175869120654e-06,3.2845977011494254,False,,,,2.7,2024-10-25 06:16:18.000663,False,,,,False,SoLEXS-only,0.47342799611165115,380.0
SoLEXS,A,2024-10-25 10:45:31.000663,2024-10-25 10:50:39.000663,2024-10-25 10:58:07.000663,5.5439672801636e-06,C5.5,C,17.966666666666665,True,1.0865712338104977e-06,5.102258469259724,False,,,,4.833333333333333,2024-10-25 10:45:49.000663,False,,,,False,SoLEXS-only,0.8060201852509166,309.0
SoLEXS,A,2024-10-25 12:27:26.000663,2024-10-25 12:28:25.000663,2024-10-25 12:31:11.000663,3.6223585548738924e-06,C3.6,C,3.7666666666666666,True,1.3605998636673484e-06,2.662324649298597,False,,,,0.75,2024-10-25 12:27:40.000663,False,,,,False,SoLEXS-only,0.9127562110196188,60.0
SoLEXS,B,2024-10-25 12:59:43.000663,2024-10-25 13:02:56.000663,2024-10-25 13:05:55.000663,2.8008861622358558e-05,M2.8,M,14.416666666666666,True,1.3319700068166327e-06,21.028147389969295,True,M2.8,2024-10-25 13:03:00,-0.06665561666666667,2.0166666666666666,2024-10-25 13:00:55.000663,False,,,,False,SoLEXS-only,0.9665023561037828,194.0
SoLEXS,A,2024-10-25 16:01:47.000663,2024-10-25 16:04:01.000663,2024-10-25 16:08:00.000663,5.228357191547376e-06,C5.2,C,6.233333333333333,True,2.016359918200409e-06,2.5929682217714674,False,,,,2.466666666666667,2024-10-25 16:01:33.000663,False,,,,False,SoLEXS-only,0.8205376889542981,135.0
SoLEXS,A,2024-10-26 05:09:31.000663,2024-10-26 05:12:52.000663,2024-10-26 05:15:31.000663,4.372188139059305e-06,C4.4,C,6.016666666666667,False,1.995910020449898e-06,2.190573770491803,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-26 07:46:38.000663,2024-10-26 07:48:51.000663,2024-10-26 07:52:32.000663,6.606680299931834e-06,C6.6,C,5.916666666666667,True,2.387184730743013e-06,2.7675613934894345,False,,,,2.1666666666666665,2024-10-26 07:46:41.000663,False,,,,False,SoLEXS-only,0.8449764046426997,134.0
SoLEXS,A,2024-10-26 10:50:37.000663,2024-10-26 11:01:44.000663,2024-10-26 11:01:55.000663,7.65167007498296e-06,C7.7,C,11.316666666666666,False,3.795910020449898e-06,2.0157669791329957,False,,,,12.883333333333333,2024-10-26 10:48:51.000663,False,,,,False,SoLEXS-only,0.49932893037506176,668.0
SoLEXS,B,2024-10-26 11:31:31.000663,2024-10-26 11:51:39.000663,2024-10-26 12:09:35.000663,0.0002756802999318337,X2.8,X,38.083333333333336,True,6.269120654396728e-06,43.974317153792626,True,X2.8,2024-10-26 11:52:00,-0.34998895,8.55,2024-10-26 11:43:06.000663,False,,,,False,SoLEXS-only,0.9505752234951805,1209.0
SoLEXS,B,2024-10-27 00:55:59.000663,2024-10-27 00:57:05.000663,2024-10-27 01:03:20.000663,1.5406271301976823e-05,M1.5,M,7.366666666666666,True,1.0134060440808909e-08,1520.2466367713002,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-10-27 04:03:18.000663,2024-10-27 04:08:08.000663,2024-10-27 04:23:50.000663,1.9828220858895707e-05,M2.0,M,24.683333333333334,True,5.538445807770961e-06,3.580105601299709,True,M2.0,2024-10-27 04:08:00,0.13334438333333332,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-10-27 08:51:07.000663,2024-10-27 08:53:27.000663,2024-10-27 09:00:26.000663,1.6250170415814586e-05,M1.6,M,10.9,True,4.462167689161554e-06,3.641765963947449,False,,,,1.6166666666666667,2024-10-27 08:51:50.000663,False,,,,False,SoLEXS-only,0.8862184783579569,141.0
SoLEXS,B,2024-10-27 10:54:07.000663,2024-10-27 11:00:47.000663,2024-10-27 11:15:21.000663,1.4111792774369463e-05,M1.4,M,22.016666666666666,True,3.839059304703476e-06,3.675846517161172,False,,,,1.4833333333333334,2024-10-27 10:59:18.000663,False,,,,False,SoLEXS-only,0.6989602248726962,401.0
SoLEXS,A,2024-10-28 03:21:45.000663,2024-10-28 03:38:02.000663,2024-10-28 03:48:58.000663,4.43694614860259e-06,C4.4,C,27.233333333333334,True,1.3633265167007498e-08,325.45,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-10-28 04:41:29.000663,2024-10-28 04:53:59.000663,2024-10-28 05:10:42.000663,7.071370143149284e-05,M7.1,M,31.366666666666667,True,2.325835037491479e-06,30.403575615474796,True,M7.1,2024-10-28 04:54:00,-0.016655616666666668,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-28 05:58:10.000663,2024-10-28 05:59:41.000663,2024-10-28 06:11:26.000663,6.83503749147921e-06,C6.8,C,13.283333333333333,True,2.373415132924335e-06,2.8798322706645996,False,,,,0.9833333333333333,2024-10-28 05:58:42.000663,False,,,,False,SoLEXS-only,0.9023296196836398,92.0
SoLEXS,B,2024-10-28 09:16:18.000663,2024-10-28 09:38:11.000663,2024-10-28 09:48:10.000663,2.965303340149966e-05,M3.0,M,33.63333333333333,True,2.8568507157464213e-06,10.379623001670247,True,M3.0,2024-10-28 09:38:00,0.18334438333333333,0.9833333333333333,2024-10-28 09:37:12.000663,False,,,,False,SoLEXS-only,0.7759728316482265,1314.0
SoLEXS,B,2024-10-28 12:16:04.000663,2024-10-28 12:30:35.000663,2024-10-28 12:44:16.000663,1.5483299250170417e-05,M1.5,M,28.216666666666665,True,2.1621676891615544e-06,7.161007597969671,False,,,,2.75,2024-10-28 12:27:50.000663,False,,,,False,SoLEXS-only,0.5524016894386005,872.0
SoLEXS,B,2024-10-28 14:35:50.000663,2024-10-28 14:41:48.000663,2024-10-28 14:52:12.000663,1.208725289706885e-05,M1.2,M,20.0,True,2.0919563735514655e-06,5.777966046466161,False,,,,3.4166666666666665,2024-10-28 14:38:23.000663,False,,,,False,SoLEXS-only,0.8641850420285715,359.0
SoLEXS,B,2024-10-28 19:32:38.000663,2024-10-28 19:54:18.000663,2024-10-28 20:04:38.000663,1.385207907293797e-05,M1.4,M,32.016666666666666,True,3.736877982276755e-06,3.706858810653047,False,,,,7.0,2024-10-28 19:47:18.000663,False,,,,False,SoLEXS-only,0.678489810690952,1301.0
SoLEXS,B,2024-10-28 20:13:17.000663,2024-10-28 20:13:56.000663,2024-10-28 20:14:32.000663,2.2275391956373553e-05,M2.2,M,1.2666666666666666,True,1.0174982958418541e-05,2.1892313773305556,False,,,,0.9166666666666666,2024-10-28 20:13:01.000663,False,,,,False,SoLEXS-only,0.8907447499141741,40.0
SoLEXS,B,2024-10-28 20:36:25.000663,2024-10-28 20:37:32.000663,2024-10-28 20:38:35.000663,1.6102249488752556e-05,M1.6,M,2.183333333333333,True,7.770961145194274e-06,2.0721052631578947,False,,,,24.516666666666666,2024-10-28 20:13:01.000663,False,,,,False,SoLEXS-only,0.7425580752603951,68.0
SoLEXS,B,2024-10-28 21:48:20.000663,2024-10-28 21:57:48.000663,2024-10-28 22:09:51.000663,0.00012186980231765508,X1.2,X,27.95,True,1.0259032038173143e-05,11.879269102990033,True,X1.2,2024-10-28 21:58:00,-0.19998895,3.3666666666666667,2024-10-28 21:54:26.000663,False,,,,False,SoLEXS-only,0.9533862124520851,569.0
SoLEXS,B,2024-10-28 23:58:32.000663,2024-10-29 00:01:26.000663,2024-10-29 00:06:03.000663,1.1796864349011588e-05,M1.2,M,7.533333333333333,True,4.432174505794137e-06,2.661642571516457,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-29 03:11:24.000663,2024-10-29 03:13:00.000663,2024-10-29 03:15:07.000663,7.371506475800954e-06,C7.4,C,3.7333333333333334,True,3.0810497614178594e-06,2.3925308082037215,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-10-29 03:34:14.000663,2024-10-29 03:36:28.000663,2024-10-29 03:42:41.000663,1.4476482617586913e-05,M1.4,M,9.083333333333334,True,3.4059304703476486e-06,4.250375262683878,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-10-29 03:43:30.000663,2024-10-29 03:59:02.000663,2024-10-29 04:01:03.000663,1.3302658486707567e-05,M1.3,M,17.566666666666666,True,3.7189502385821408e-06,3.5769928698425497,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,A,2024-10-29 10:08:02.000663,2024-10-29 10:10:49.000663,2024-10-29 10:12:52.000663,4.800954328561691e-06,C4.8,C,4.85,True,2.161554192229039e-06,2.2210659098076317,False,,,,2.4166666666666665,2024-10-29 10:08:24.000663,False,,,,False,SoLEXS-only,0.6943948967466038,168.0
SoLEXS,A,2024-10-29 13:15:37.000663,2024-10-29 13:32:26.000663,2024-10-29 13:39:46.000663,7.450579413769597e-06,C7.5,C,24.166666666666668,True,2.8431492842535788e-06,2.6205375338655923,False,,,,12.233333333333333,2024-10-29 13:20:12.000663,False,,,,False,SoLEXS-only,0.5891621921714632,1010.0
SoLEXS,A,2024-10-29 15:01:01.000663,2024-10-29 15:05:29.000663,2024-10-29 15:19:43.000663,5.59918200408998e-06,C5.6,C,18.716666666666665,True,2.1363326516700752e-06,2.6209317166560306,False,,,,4.616666666666666,2024-10-29 15:00:52.000663,False,,,,False,SoLEXS-only,0.7516105085176739,269.0
SoLEXS,A,2024-10-29 15:22:53.000663,2024-10-29 15:25:29.000663,2024-10-29 15:25:53.000663,4.9911383776414455e-06,C5.0,C,3.0166666666666666,False,2.323721881390593e-06,2.1479069494558365,False,,,,24.616666666666667,2024-10-29 15:00:52.000663,False,,,,False,SoLEXS-only,0.5624571811836596,157.0
SoLEXS,A,2024-10-29 17:32:18.000663,2024-10-29 17:33:36.000663,2024-10-29 17:38:15.000663,6.123381049761418e-06,C6.1,C,6.7,True,1.6319018404907975e-06,3.7522974101921474,False,,,,1.1166666666666667,2024-10-29 17:32:29.000663,False,,,,False,SoLEXS-only,0.9376925053336762,79.0
SoLEXS,B,2024-10-29 21:58:18.000663,2024-10-29 22:02:36.000663,2024-10-29 22:07:55.000663,2.2643490115882754e-05,M2.3,M,9.633333333333333,True,7.758691206543968e-06,2.9184677561061325,False,,,,4.45,2024-10-29 21:58:09.000663,False,,,,False,SoLEXS-only,0.8545910109212053,259.0
SoLEXS,A,2024-10-30 11:45:03.000663,2024-10-30 11:55:55.000663,2024-10-30 11:58:57.000663,4.897068847989093e-06,C4.9,C,13.916666666666666,False,2.1935923653715063e-06,2.232442510876321,False,,,,17.033333333333335,2024-10-30 11:38:53.000663,False,,,,False,SoLEXS-only,0.535477408119393,653.0
SoLEXS,B,2024-10-31 02:21:23.000663,2024-10-31 02:22:51.000663,2024-10-31 02:22:55.000663,0.00024191956373551468,X2.4,X,1.55,True,0.00011823120413809697,2.0461566428178015,True,X2.3,2024-10-31 02:23:00,-0.14998895,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-10-31 06:16:56.000663,2024-10-31 06:20:19.000663,2024-10-31 06:27:19.000663,1.750783912747103e-05,M1.8,M,17.15,True,3.6918200408997957e-06,4.742332760944626,False,,,,2.966666666666667,2024-10-31 06:17:21.000663,False,,,,False,SoLEXS-only,0.9608758545424039,204.0
SoLEXS,B,2024-10-31 08:01:05.000663,2024-10-31 08:21:51.000663,2024-10-31 08:31:40.000663,2.0202453987730063e-05,M2.0,M,30.6,True,3.7165644171779143e-06,5.435787388577088,False,,,,12.616666666666667,2024-10-31 08:09:14.000663,False,,,,False,SoLEXS-only,0.5046697628079461,1247.0
SoLEXS,A,2024-10-31 10:37:41.000663,2024-10-31 10:40:43.000663,2024-10-31 10:45:05.000663,8.685753237900478e-06,C8.7,C,7.416666666666667,False,3.357123381049761e-06,2.5872606550386816,False,,,,3.2666666666666666,2024-10-31 10:37:27.000663,False,,,,False,SoLEXS-only,0.7738877728621121,183.0
SoLEXS,B,2024-10-31 11:20:57.000663,2024-10-31 11:23:50.000663,2024-10-31 11:36:39.000663,1.1342876618950238e-05,M1.1,M,15.716666666666667,True,4.061963190184049e-06,2.792461695950595,False,,,,1.5333333333333334,2024-10-31 11:22:18.000663,False,,,,False,SoLEXS-only,0.8969812130394226,174.0
SoLEXS,B,2024-10-31 13:57:18.000663,2024-10-31 14:00:34.000663,2024-10-31 14:06:51.000663,1.0770279481935923e-05,M1.1,M,26.283333333333335,True,2.4934560327198367e-06,4.319418245441373,False,,,,2.7,2024-10-31 13:57:52.000663,False,,,,False,SoLEXS-only,0.8669961419845428,197.0
SoLEXS,B,2024-10-31 14:57:30.000663,2024-10-31 15:06:19.000663,2024-10-31 15:15:58.000663,3.387116564417178e-05,M3.4,M,25.816666666666666,True,5.621472392638036e-06,6.025319218596531,True,M3.4,2024-10-31 15:08:00,-1.6833222833333332,1.6833333333333333,2024-10-31 15:04:38.000663,False,,,,False,SoLEXS-only,0.8573980746267603,530.0
SoLEXS,B,2024-10-31 15:55:55.000663,2024-10-31 15:56:57.000663,2024-10-31 16:00:30.000663,1.934901158827539e-05,M1.9,M,11.766666666666667,True,5.557600545330607e-06,3.481540537225561,False,,,,0.7333333333333333,2024-10-31 15:56:13.000663,False,,,,False,SoLEXS-only,0.8516068040027391,63.0
SoLEXS,B,2024-10-31 18:16:04.000663,2024-10-31 18:22:55.000663,2024-10-31 18:29:06.000663,6.790047716428085e-05,M6.8,M,27.4,True,2.2275391956373553e-06,30.482281657384174,True,M6.8,2024-10-31 18:22:00,0.9166777166666668,2.3666666666666667,2024-10-31 18:20:33.000663,False,,,,False,SoLEXS-only,0.8639870252726378,412.0
SoLEXS,B,2024-10-31 19:21:39.000663,2024-10-31 19:28:10.000663,2024-10-31 19:37:00.000663,3.0104294478527607e-05,M3.0,M,21.633333333333333,True,5.388548057259714e-06,5.5867172675521815,False,,,,2.9833333333333334,2024-10-31 19:25:11.000663,False,,,,False,SoLEXS-only,0.7298498583056038,392.0
SoLEXS,A,2024-10-31 23:56:37.000663,2024-11-01 00:03:18.000663,2024-11-01 00:11:05.000663,6.9052488070892985e-06,C6.9,C,14.483333333333333,True,2.3824130879345602e-06,2.8984263233190277,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-01 00:30:14.000663,2024-11-01 00:36:07.000663,2024-11-01 00:44:25.000663,2.0949556918882073e-05,M2.1,M,18.6,True,4.121267893660532e-06,5.083279577895764,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-01 01:50:58.000663,2024-11-01 01:55:00.000663,2024-11-01 01:59:42.000663,1.0164962508520791e-05,M1.0,M,11.783333333333333,True,2.4880708929788688e-06,4.085479452054794,False,,,,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-01 02:35:59.000663,2024-11-01 02:49:17.000663,2024-11-01 02:58:49.000663,0.0005312358554873893,X5.3,X,31.65,True,2.2501704158145878e-06,236.08694335049987,True,X5.3,2024-11-01 02:50:00,-0.7166556166666667,,,False,,,,False,SoLEXS-only,,0.0
SoLEXS,B,2024-11-01 07:40:31.000663,2024-11-01 07:45:56.000663,2024-11-01 07:48:17.000663,3.0543967280163595e-05,M3.1,M,14.1,True,2.972051806407635e-06,10.277064220183485,True,M3.1,2024-11-01 07:45:00,0.9333443833333334,2.316666666666667,2024-11-01 07:43:37.000663,False,,,,False,SoLEXS-only,0.9161314939833811,326.0
SoLEXS,A,2024-11-01 12:40:39.000663,2024-11-01 12:49:53.000663,2024-11-01 12:59:34.000663,6.458077709611452e-06,C6.5,C,18.933333333333334,False,2.535787321063395e-06,2.546774193548387,False,,,,16.166666666666668,2024-11-01 12:33:43.000663,False,,,,False,SoLEXS-only,0.5450771273869165,555.0
SoLEXS,A,2024-11-01 13:38:24.000663,2024-11-01 13:39:16.000663,2024-11-01 13:41:55.000663,8.194955691888208e-06,C8.2,C,3.533333333333333,True,3.35426039536469e-06,2.4431483325543115,False,,,,0.95,2024-11-01 13:38:19.000663,False,,,,False,SoLEXS-only,0.9373202897954956,53.0
SoLEXS,B,2024-11-01 15:20:36.000663,2024-11-01 15:46:02.000663,2024-11-01 15:52:00.000663,2.195023858214042e-05,M2.2,M,31.416666666666668,True,5.222699386503068e-06,4.202853152694571,True,M2.2,2024-11-01 15:47:00,-0.9666556166666667,22.45,2024-11-01 15:23:35.000663,False,,,,False,SoLEXS-only,0.6623413681988928,1527.0
SoLEXS,B,2024-11-01 17:54:37.000663,2024-11-01 18:21:36.000663,2024-11-01 18:25:28.000663,2.8486025903203818e-05,M2.8,M,30.866666666666667,True,1.0840354464894343e-05,2.6277762406620218,False,,,,1.85,2024-11-01 18:19:45.000663,False,,,,False,SoLEXS-only,0.6678635604118989,1620.0
SoLEXS,B,2024-11-01 19:55:10.000663,2024-11-01 20:00:58.000663,2024-11-01 20:08:58.000663,4.834287661895024e-05,M4.8,M,20.6,True,8.040218132242672e-06,6.012632471386181,False,,,,3.966666666666667,2024-11-01 19:57:00.000663,False,,,,False,SoLEXS-only,0.9415078435071561,349.0
